Date,Target_Price
2003-01-14,0.3826809652335546
2003-01-15,0.3872184781171778
2003-01-16,0.3897332337407856
2003-01-17,0.39109995147376264
2003-01-21,0.39492676529698967
2003-01-22,0.3853050607783355
2003-01-23,0.38202494656097374
2003-01-24,0.38765581694741247
2003-01-27,0.3822436264033199
2003-01-28,0.3843210223422354
2003-01-29,0.38956923428625484
2003-01-30,0.3907719317102434
2003-01-31,0.38891319475921643
2003-02-03,0.3848130415602855
2003-02-04,0.38929589491055094
2003-02-05,0.3912092913949357
2003-02-06,0.3924666692067396
2003-02-07,0.39771486029630143
2003-02-10,0.39421606623659355
2003-02-11,0.3994642573261553
2003-02-12,0.4012683347438246
2003-02-13,0.40449378942782854
2003-02-14,0.40689920513026334
2003-02-18,0.4077739036451903
2003-02-19,0.40886728200246336
2003-02-20,0.4068445455969056
2003-02-21,0.40022963677436685
2003-02-24,0.40514980810040935
2003-02-25,0.4028537323191477
2003-02-26,0.41181939731076345
2003-02-27,0.4090859618448095
2003-02-28,0.40580582677299015
2003-03-03,0.40186969388304766
2003-03-04,0.4073912243483133
2003-03-05,0.4062978459910402
2003-03-06,0.4079925834875364
2003-03-07,0.4122567361409982
2003-03-10,0.40946864114168646
2003-03-11,0.4064618663000286
2003-03-12,0.41253009637115967
2003-03-13,0.4025803720889862
2003-03-14,0.3991362584170937
2003-03-17,0.3966761623268436
2003-03-18,0.3788541618375563
2003-03-19,0.36906845786437137
2003-03-20,0.3621255397055422
2003-03-21,0.35283185495040714
2003-03-24,0.362398879081246
2003-03-25,0.35862673521860544
2003-03-26,0.36223486919948644
2003-03-27,0.37174723379696756
2003-03-28,0.3705991854791079
2003-03-31,0.375410037738435
2003-04-01,0.3685217791129636
2003-04-02,0.3618521899026095
2003-04-03,0.3640936061505134
2003-04-04,0.3621802096661287
2003-04-07,0.358572065258019
2003-04-08,0.3587907451003651
2003-04-09,0.3634375874779326
2003-04-10,0.35583862979206504
2003-04-11,0.35955610369411906
2003-04-14,0.36223486919948644
2003-04-15,0.3658430136075962
2003-04-16,0.3652416544683731
2003-04-17,0.3727312618058388
2003-04-21,0.3744806692629215
2003-04-22,0.36923246774613094
2003-04-23,0.35141046725684366
2003-04-24,0.3513557972962571
2003-04-25,0.3492783909301128
2003-04-28,0.34506889781000877
2003-04-29,0.3437021800770318
2003-04-30,0.34676362487927614
2003-05-01,0.34802101311830885
2003-05-02,0.3460529362461088
2003-05-05,0.3505357687419167
2003-05-06,0.3463262756218126
2003-05-07,0.3491143810483532
2003-05-08,0.3532145342472841
2003-05-09,0.3572600174856285
2003-05-12,0.3552372810800707
2003-05-13,0.3615241805663191
2003-05-14,0.3651869845077865
2003-05-15,0.36283622833870954
2003-05-16,0.36502297462602695
2003-05-19,0.3633282475567595
2003-05-20,0.36578834364700963
2003-05-21,0.3644216259140326
2003-05-22,0.3634375874779326
2003-05-23,0.36513231454719997
2003-05-27,0.3661710229438866
2003-05-28,0.3619615298237825
2003-05-29,0.36480430521090956
2003-05-30,0.3673190608345174
2003-06-02,0.37360596032076576
2003-06-03,0.3733872909056484
2003-06-04,0.3699978263398848
2003-06-05,0.37376997020252534
2003-06-06,0.3767220855108254
2003-06-09,0.3776514539863389
2003-06-10,0.3791821711738468
2003-06-11,0.38262630570019684
2003-06-12,0.3779794633226294
2003-06-13,0.37327795098447536
2003-06-16,0.3761753963321889
2003-06-17,0.3755740371929658
2003-06-18,0.371692563836381
2003-06-19,0.3695058071218348
2003-06-20,0.37420731945998886
2003-06-23,0.3651869845077865
2003-06-24,0.3630549081810557
2003-06-25,0.3694511475884771
2003-06-26,0.3643122859928596
2003-06-27,0.36573367368642307
2003-06-30,0.37076319536086755
2003-07-01,0.37191123325149844
2003-07-02,0.3705445155185214
2003-07-03,0.37202057317267145
2003-07-07,0.3704351755973483
2003-07-08,0.3709271948153983
2003-07-09,0.37453532879627927
2003-07-10,0.3755193672323793
2003-07-11,0.3767220855108254
2003-07-14,0.3766674155502389
2003-07-15,0.37858082246185243
2003-07-16,0.37546469727179277
2003-07-17,0.3774327741439928
2003-07-18,0.3804395489856507
2003-07-21,0.3794555209767794
2003-07-22,0.37076319536086755
2003-07-23,0.3679204199737405
2003-07-24,0.3709271948153983
2003-07-25,0.3706538554396944
2003-07-28,0.370325846103404
2003-07-29,0.3710365347365714
2003-07-30,0.37344196086623493
2003-07-31,0.37267660227248106
